delta,score_a,score_b,cluster_id,cluster_label,desc_len
-0.025210142,0.636487,0.61127687,4,Backend Engineering,500
-0.050135553,0.6384438,0.5883083,3,DevOps / SRE / Cloud,500
-0.081528306,0.67897034,0.59744203,4,Backend Engineering,500
-0.05901742,0.6813322,0.62231475,3,DevOps / SRE / Cloud,500
-0.037497997,0.6350279,0.5975299,0,Data Engineering,500
-0.02853012,0.70430416,0.67577404,0,Data Engineering,500
-0.07336187,0.7269089,0.65354705,1,Data & Analytics,500
-0.017118871,0.6120928,0.5949739,1,Data & Analytics,500
-0.12984854,0.6708983,0.5410498,4,Backend Engineering,500
-0.018345773,0.62836057,0.6100148,6,Product Management,4526
-0.012188852,0.6340098,0.6218209,6,Product Management,4532
-0.030044198,0.69202155,0.66197735,2,Machine Learning / AI,500
-0.06367588,0.66754645,0.6038706,3,DevOps / SRE / Cloud,500
-0.04093671,0.61903936,0.57810265,1,Data & Analytics,500
-0.007225454,0.6361742,0.62894875,3,DevOps / SRE / Cloud,500
-0.029026031,0.6370154,0.6079894,5,Frontend / Mobile,500
-0.014560223,0.65454525,0.639985,3,DevOps / SRE / Cloud,500
-0.08841896,0.68939835,0.6009794,4,Backend Engineering,500
-0.026794672,0.6676779,0.6408832,1,Data & Analytics,500
0.032221437,0.5770965,0.60931796,5,Frontend / Mobile,500
-0.030407071,0.59575206,0.565345,1,Data & Analytics,500
-0.052583575,0.6845594,0.6319758,0,Data Engineering,500
-0.028528452,0.6259106,0.5973821,0,Data Engineering,500
0.044695497,0.6395161,0.6842116,7,QA / Testing,500
0.08339691,0.60886437,0.6922613,7,QA / Testing,500
-0.040591538,0.6020976,0.56150603,5,Frontend / Mobile,2852
-0.068225205,0.67126405,0.60303885,6,Product Management,7366
-0.011060238,0.58600354,0.5749433,3,DevOps / SRE / Cloud,500
-0.04092592,0.60464674,0.5637208,5,Frontend / Mobile,500
-0.10158181,0.64946276,0.54788095,4,Backend Engineering,500
0.017109692,0.56822956,0.58533925,6,Product Management,1289
-0.038119793,0.5753401,0.5372203,1,Data & Analytics,500
-0.035181522,0.6483483,0.61316675,2,Machine Learning / AI,500
-0.041175783,0.66619146,0.6250157,0,Data Engineering,500
-0.04383391,0.638792,0.59495807,0,Data Engineering,500
0.0071427226,0.5684279,0.57557064,1,Data & Analytics,500
-0.0677225,0.69706404,0.62934154,3,DevOps / SRE / Cloud,500
0.039383948,0.630237,0.66962093,7,QA / Testing,500
-0.03278202,0.6326122,0.5998302,3,DevOps / SRE / Cloud,500
-0.03853482,0.5909998,0.55246496,4,Backend Engineering,500
-0.091033876,0.6736267,0.58259284,3,DevOps / SRE / Cloud,500
-0.07777953,0.61750835,0.5397288,0,Data Engineering,500
-0.0076586604,0.66054827,0.6528896,1,Data & Analytics,8072
0.056693256,0.5656092,0.6223025,2,Machine Learning / AI,500
-0.042952716,0.5605406,0.5175879,0,Data Engineering,500
0.030736625,0.57301533,0.60375196,3,DevOps / SRE / Cloud,500
0.0061157346,0.67219836,0.6783141,5,Frontend / Mobile,7703
0.0022332668,0.6012843,0.6035176,6,Product Management,500
-0.0313136,0.5716768,0.5403632,5,Frontend / Mobile,4831
-0.026807487,0.5643036,0.5374961,1,Data & Analytics,500
-0.02140212,0.7054009,0.68399876,6,Product Management,3859
0.00019234419,0.72268707,0.7228794,2,Machine Learning / AI,6148
0.087581754,0.6187187,0.70630044,2,Machine Learning / AI,3328
0.009365201,0.6213206,0.6306858,7,QA / Testing,500
0.0025600195,0.6771659,0.67972594,3,DevOps / SRE / Cloud,500
-0.040437102,0.63374394,0.59330684,3,DevOps / SRE / Cloud,500
-0.01570028,0.61176294,0.59606266,7,QA / Testing,500
-0.07600695,0.5510313,0.47502434,5,Frontend / Mobile,500
-0.076500475,0.671215,0.5947145,4,Backend Engineering,500
-0.057480216,0.62953067,0.57205045,3,DevOps / SRE / Cloud,500
0.021202564,0.6153913,0.6365939,1,Data & Analytics,500
-0.041716993,0.6247356,0.5830186,0,Data Engineering,500
0.046647727,0.66580546,0.7124532,7,QA / Testing,500
-0.08209443,0.63009155,0.5479971,1,Data & Analytics,500
0.029273748,0.65032667,0.6796004,2,Machine Learning / AI,500
-0.114239335,0.65876657,0.54452723,3,DevOps / SRE / Cloud,500
-0.0471133,0.6741987,0.6270854,3,DevOps / SRE / Cloud,500
-0.053711772,0.6632734,0.6095616,4,Backend Engineering,500
-0.09621018,0.66534483,0.56913465,4,Backend Engineering,500
0.0069818497,0.5893958,0.5963777,5,Frontend / Mobile,500
0.09253377,0.6489272,0.741461,7,QA / Testing,500
-0.027118921,0.6437495,0.61663055,3,DevOps / SRE / Cloud,500
0.032045245,0.5769189,0.60896415,2,Machine Learning / AI,500
-0.05311513,0.6936961,0.64058095,0,Data Engineering,500
-0.009969711,0.60527754,0.5953078,3,DevOps / SRE / Cloud,500
-0.050941646,0.6568952,0.6059536,5,Frontend / Mobile,500
-0.008904338,0.5923087,0.58340436,5,Frontend / Mobile,500
-0.07306367,0.6676006,0.5945369,4,Backend Engineering,500
-0.028170526,0.6703911,0.64222056,6,Product Management,4623
-0.032884598,0.6314864,0.5986018,0,Data Engineering,500
-0.038983822,0.6488981,0.6099143,7,QA / Testing,500
0.00707072,0.635844,0.6429147,2,Machine Learning / AI,500
-0.0841378,0.63855237,0.5544146,1,Data & Analytics,500
0.00047326088,0.66374844,0.6642217,1,Data & Analytics,7065
-0.10848272,0.6603405,0.55185777,3,DevOps / SRE / Cloud,500
-0.058857024,0.644386,0.58552897,3,DevOps / SRE / Cloud,500
0.05445665,0.52091,0.5753667,5,Frontend / Mobile,500
-0.039052606,0.63293135,0.59387875,5,Frontend / Mobile,3515
-0.03881228,0.6824575,0.6436452,1,Data & Analytics,7760
0.017205656,0.5975136,0.6147193,5,Frontend / Mobile,500
-0.022920966,0.6067282,0.58380723,0,Data Engineering,500
0.001294136,0.56080157,0.5620957,5,Frontend / Mobile,500
0.08432728,0.578485,0.6628123,2,Machine Learning / AI,500
-0.07843113,0.6627713,0.58434016,1,Data & Analytics,500
-0.08169341,0.56943274,0.48773932,5,Frontend / Mobile,500
-0.03855133,0.6853169,0.6467656,4,Backend Engineering,500
-0.043149114,0.6959514,0.6528023,0,Data Engineering,6437
-0.03583324,0.63007605,0.5942428,3,DevOps / SRE / Cloud,500
0.10908073,0.65633076,0.7654115,7,QA / Testing,500
-0.044415712,0.6226127,0.578197,0,Data Engineering,500
-0.0033012629,0.6660156,0.66271436,6,Product Management,4760
-0.008315504,0.6301803,0.6218648,1,Data & Analytics,500
0.058547497,0.67512697,0.73367447,2,Machine Learning / AI,500
-0.16107935,0.72125447,0.5601751,4,Backend Engineering,500
-0.048847675,0.62450695,0.5756593,1,Data & Analytics,500
-0.08171862,0.6564617,0.5747431,4,Backend Engineering,500
0.11946231,0.5911481,0.7106104,7,QA / Testing,500
-0.04798162,0.6806438,0.6326622,0,Data Engineering,500
-0.07037461,0.665403,0.5950284,6,Product Management,500
-0.07862973,0.61431426,0.5356845,4,Backend Engineering,500
0.023000956,0.62579185,0.6487928,2,Machine Learning / AI,500
0.0103676915,0.57097566,0.58134335,5,Frontend / Mobile,500
-0.086970985,0.6725801,0.58560914,0,Data Engineering,500
-0.04203677,0.6635876,0.62155086,0,Data Engineering,500
-0.06732035,0.60052913,0.5332088,4,Backend Engineering,500
-0.036332607,0.5933799,0.5570473,5,Frontend / Mobile,500
-0.055622876,0.6086621,0.55303925,0,Data Engineering,500
0.013867497,0.57987064,0.59373814,6,Product Management,7642
0.0058280826,0.58439326,0.59022135,5,Frontend / Mobile,500
-0.09002662,0.7206169,0.63059026,4,Backend Engineering,500
-0.121325135,0.7454785,0.6241534,4,Backend Engineering,500
-0.02467364,0.60118455,0.5765109,0,Data Engineering,500
-0.07400608,0.6780514,0.60404533,3,DevOps / SRE / Cloud,500
-0.06393635,0.6875553,0.62361896,0,Data Engineering,500
0.09309727,0.65102035,0.7441176,7,QA / Testing,500
0.12280762,0.6461367,0.7689443,7,QA / Testing,500
-0.04367429,0.64138407,0.5977098,3,DevOps / SRE / Cloud,500
-0.04053843,0.6634662,0.6229278,5,Frontend / Mobile,4595
-0.071104705,0.71269774,0.64159304,1,Data & Analytics,8709
-0.13112313,0.70134854,0.5702254,4,Backend Engineering,500
0.035766006,0.5937651,0.6295311,2,Machine Learning / AI,500
0.009018838,0.62247735,0.6314962,1,Data & Analytics,500
0.021358192,0.6455574,0.6669156,6,Product Management,5850
-0.01146096,0.6162247,0.60476375,3,DevOps / SRE / Cloud,500
0.009915113,0.6256102,0.6355253,7,QA / Testing,500
-0.06549525,0.6122178,0.54672253,5,Frontend / Mobile,500
0.026526153,0.6486133,0.6751394,2,Machine Learning / AI,500
0.027124822,0.52721715,0.554342,5,Frontend / Mobile,500
-0.0035577416,0.5924195,0.58886176,0,Data Engineering,500
0.029251277,0.5605403,0.5897916,6,Product Management,7397
-0.01991874,0.61692804,0.5970093,6,Product Management,6039
-0.10538238,0.63895583,0.53357345,6,Product Management,6526
-0.009317219,0.63183707,0.62251985,1,Data & Analytics,500
-0.018427074,0.57709646,0.5586694,0,Data Engineering,500
0.036379635,0.702163,0.7385426,2,Machine Learning / AI,5319
-0.0024706721,0.56283873,0.56036806,5,Frontend / Mobile,500
-0.07196891,0.6874807,0.6155118,1,Data & Analytics,500
-0.043068707,0.6590381,0.6159694,0,Data Engineering,500
0.06207925,0.6601141,0.72219336,7,QA / Testing,500
-0.11321092,0.7278118,0.6146009,1,Data & Analytics,500
-0.016654193,0.6184375,0.60178334,3,DevOps / SRE / Cloud,500
-0.08807397,0.67259145,0.5845175,4,Backend Engineering,500
-0.046733618,0.66021675,0.61348313,0,Data Engineering,500
-0.08306348,0.7220335,0.63897,1,Data & Analytics,10240
0.08522117,0.6037046,0.68892574,2,Machine Learning / AI,500
-0.05914718,0.6303837,0.5712365,3,DevOps / SRE / Cloud,500
0.071308255,0.55865777,0.629966,2,Machine Learning / AI,500
-0.03092134,0.6418521,0.61093074,3,DevOps / SRE / Cloud,500
-0.082095385,0.63067645,0.54858106,3,DevOps / SRE / Cloud,500
-0.043218076,0.64742446,0.6042064,0,Data Engineering,500
-0.017354786,0.5783728,0.561018,1,Data & Analytics,500
-0.05368501,0.69450295,0.64081794,3,DevOps / SRE / Cloud,500
-0.05058652,0.6633823,0.61279577,3,DevOps / SRE / Cloud,500
-0.026204646,0.62386876,0.5976641,0,Data Engineering,500
-0.009008884,0.6233514,0.6143425,5,Frontend / Mobile,4316
0.004750669,0.6559773,0.660728,2,Machine Learning / AI,500
-0.038132668,0.656359,0.61822635,0,Data Engineering,500
-0.008049488,0.5926895,0.58464,5,Frontend / Mobile,500
-0.023178935,0.6204872,0.5973083,2,Machine Learning / AI,500
-0.0634222,0.65183187,0.58840966,0,Data Engineering,500
-0.048267305,0.71156746,0.66330016,0,Data Engineering,2820
-0.046480656,0.6506571,0.60417646,5,Frontend / Mobile,9050
0.030205607,0.6545335,0.6847391,7,QA / Testing,500
-0.036537766,0.6780568,0.641519,2,Machine Learning / AI,500
-0.0539847,0.6968063,0.6428216,0,Data Engineering,500
-0.05857092,0.6145745,0.5560036,1,Data & Analytics,500
-0.036591887,0.7041305,0.6675386,6,Product Management,500
-0.05734086,0.65928835,0.6019475,1,Data & Analytics,500
-0.027974844,0.5780692,0.55009437,1,Data & Analytics,500
0.06819904,0.55862236,0.6268214,2,Machine Learning / AI,500
0.013482749,0.69260114,0.7060839,2,Machine Learning / AI,500
0.06906897,0.6659151,0.73498404,2,Machine Learning / AI,500
-0.011935174,0.66028446,0.6483493,0,Data Engineering,500
-0.058341086,0.69060457,0.6322635,3,DevOps / SRE / Cloud,500
-0.05303812,0.63284975,0.57981163,0,Data Engineering,500
-0.077796936,0.6745358,0.5967389,3,DevOps / SRE / Cloud,500
-0.061264455,0.66536593,0.6041015,0,Data Engineering,500
0.039738297,0.6095434,0.6492817,2,Machine Learning / AI,500
0.14159387,0.59994817,0.74154204,7,QA / Testing,500
-0.010198355,0.64291674,0.6327184,6,Product Management,6995
-0.025948644,0.66724783,0.6412992,6,Product Management,7666
0.0152980685,0.6050609,0.62035894,1,Data & Analytics,500
-0.05188191,0.60310113,0.5512192,5,Frontend / Mobile,500
-0.08010727,0.7100733,0.629966,0,Data Engineering,500
-0.03775996,0.63464016,0.5968802,0,Data Engineering,500
-0.0148127675,0.71764517,0.7028324,2,Machine Learning / AI,500
0.028412819,0.64606535,0.6744782,2,Machine Learning / AI,500
0.043355107,0.6018386,0.6451937,1,Data & Analytics,1231
0.0077263117,0.60438204,0.61210835,5,Frontend / Mobile,500
-0.0055781603,0.60976744,0.6041893,3,DevOps / SRE / Cloud,500
-0.052310526,0.63467175,0.5823612,4,Backend Engineering,500
-0.031713426,0.5507987,0.5190853,1,Data & Analytics,500
-0.044297516,0.63363457,0.58933705,0,Data Engineering,500
-0.022621214,0.6775558,0.6549346,0,Data Engineering,5290
-0.008140922,0.6302394,0.6220985,0,Data Engineering,500
-0.052037537,0.6771127,0.62507516,3,DevOps / SRE / Cloud,500
-0.06566703,0.6706116,0.6049446,3,DevOps / SRE / Cloud,500
-0.02498126,0.61622334,0.5912421,1,Data & Analytics,500
0.024769604,0.67729026,0.70205986,2,Machine Learning / AI,500
-0.0020436645,0.6126085,0.6105648,5,Frontend / Mobile,500
-0.06037891,0.6217728,0.5613939,0,Data Engineering,500
-0.016071737,0.6572445,0.64117277,0,Data Engineering,500
-0.05516094,0.663708,0.60854703,5,Frontend / Mobile,500
-0.07142496,0.6605041,0.58907914,4,Backend Engineering,500
-0.029663265,0.59721875,0.5675555,5,Frontend / Mobile,500
-0.01846373,0.6106153,0.5921516,0,Data Engineering,500
0.061308563,0.591735,0.65304357,2,Machine Learning / AI,500
-0.037180305,0.6374571,0.60027677,4,Backend Engineering,500
-0.05404812,0.61551625,0.5614681,0,Data Engineering,500
-0.044160187,0.65783703,0.61367685,0,Data Engineering,500
-0.0475024,0.7222897,0.6747873,0,Data Engineering,2688
-0.032682776,0.6408731,0.6081903,0,Data Engineering,500
-0.15682608,0.7142716,0.5574455,4,Backend Engineering,500
-0.040338755,0.70513797,0.6647992,3,DevOps / SRE / Cloud,500
-0.06554401,0.62173694,0.55619293,5,Frontend / Mobile,500
0.018287182,0.65615624,0.6744434,1,Data & Analytics,4804
-0.097510636,0.7115484,0.61403775,1,Data & Analytics,10205
0.032627046,0.64351374,0.6761408,2,Machine Learning / AI,500
-0.01652342,0.7054556,0.6889322,2,Machine Learning / AI,500
-0.027231336,0.6494243,0.622193,5,Frontend / Mobile,500
-0.047651947,0.5738467,0.52619475,5,Frontend / Mobile,500
0.04164061,0.49706134,0.53870195,5,Frontend / Mobile,500
-0.03291422,0.6260088,0.5930946,3,DevOps / SRE / Cloud,500
-0.008965373,0.5886976,0.57973224,6,Product Management,500
-0.022736132,0.6392124,0.6164763,5,Frontend / Mobile,500
-0.08490777,0.70802426,0.6231165,3,DevOps / SRE / Cloud,500
0.0026504397,0.6298072,0.6324576,5,Frontend / Mobile,6771
-0.0155034065,0.6820334,0.66653,6,Product Management,5781
-0.006088555,0.6614733,0.6553847,0,Data Engineering,500
-0.0026215315,0.66441494,0.6617934,0,Data Engineering,500
0.017161787,0.7262192,0.74338096,2,Machine Learning / AI,500
-0.029509306,0.61843187,0.58892256,1,Data & Analytics,500
-0.075968385,0.61768556,0.5417172,4,Backend Engineering,500
-0.09443635,0.67717505,0.5827387,0,Data Engineering,500
0.12434077,0.65776277,0.78210354,7,QA / Testing,500
-0.017293334,0.6679677,0.65067434,5,Frontend / Mobile,500
-0.039952278,0.6349092,0.59495693,5,Frontend / Mobile,500
0.034689426,0.6597716,0.69446105,7,QA / Testing,500
-0.068914354,0.64425254,0.5753382,1,Data & Analytics,500
-0.04426086,0.65057987,0.606319,0,Data Engineering,500
0.01691556,0.48695427,0.50386983,1,Data & Analytics,500
0.035299063,0.5349931,0.5702922,6,Product Management,7444
-0.12996328,0.71397066,0.5840074,0,Data Engineering,500
-0.06025201,0.6662126,0.6059606,3,DevOps / SRE / Cloud,500
0.022403419,0.7147412,0.7371446,2,Machine Learning / AI,500
0.021740615,0.7007504,0.722491,2,Machine Learning / AI,500
-0.0020884275,0.644747,0.6426586,0,Data Engineering,491
-0.07845724,0.66169673,0.5832395,4,Backend Engineering,500
0.046648204,0.6607379,0.7073861,2,Machine Learning / AI,500
-0.040555656,0.6013735,0.56081784,3,DevOps / SRE / Cloud,500
-0.0011291504,0.5961231,0.59499395,1,Data & Analytics,500
-0.056765854,0.7081187,0.6513528,5,Frontend / Mobile,6450
0.10373986,0.6250337,0.72877353,7,QA / Testing,500
-0.05472499,0.6472292,0.5925042,0,Data Engineering,500
-0.0071899295,0.66025233,0.6530624,6,Product Management,4520
-0.051242113,0.6868348,0.6355927,1,Data & Analytics,500
-0.018419266,0.5668783,0.54845905,5,Frontend / Mobile,500
0.045196533,0.67607486,0.7212714,7,QA / Testing,500
-0.013459742,0.6390692,0.62560946,0,Data Engineering,500
-0.02853012,0.70430416,0.67577404,0,Data Engineering,500
-0.03769183,0.6543068,0.616615,0,Data Engineering,6894
-0.066827476,0.6896624,0.6228349,3,DevOps / SRE / Cloud,500
-0.027881265,0.6040311,0.5761498,5,Frontend / Mobile,500
0.0018959641,0.68640035,0.6882963,2,Machine Learning / AI,500
-0.0008778572,0.62759924,0.6267214,5,Frontend / Mobile,500
-0.037431896,0.62501323,0.58758134,6,Product Management,500
-0.056197107,0.6445009,0.5883038,3,DevOps / SRE / Cloud,500
-0.023407578,0.6520597,0.6286521,0,Data Engineering,500
-0.041254044,0.61925995,0.5780059,1,Data & Analytics,500
-0.010314405,0.654552,0.6442376,6,Product Management,4542
0.1342786,0.555048,0.6893266,2,Machine Learning / AI,500
-0.0858798,0.6091365,0.5232567,5,Frontend / Mobile,500
-0.15225422,0.74816513,0.5959109,4,Backend Engineering,500
0.13441843,0.6209803,0.75539875,2,Machine Learning / AI,500
0.0058552027,0.6805645,0.6864197,2,Machine Learning / AI,500
0.010473549,0.62730324,0.6377768,7,QA / Testing,500
-0.043263435,0.6443346,0.6010712,3,DevOps / SRE / Cloud,500
-0.06626737,0.69169617,0.6254288,4,Backend Engineering,500
-0.026788414,0.5759716,0.5491832,5,Frontend / Mobile,500
0.037878692,0.6594303,0.697309,7,QA / Testing,500
-0.003386438,0.60088843,0.597502,1,Data & Analytics,500
0.07461578,0.6250811,0.6996969,7,QA / Testing,500
-0.13817215,0.69218963,0.5540175,4,Backend Engineering,500
-0.05261427,0.59436846,0.5417542,3,DevOps / SRE / Cloud,211
0.0036478639,0.6143693,0.61801714,5,Frontend / Mobile,500
-0.08709538,0.69060737,0.603512,0,Data Engineering,2738
-0.017080247,0.67196244,0.6548822,6,Product Management,6170
0.0022113323,0.6329206,0.63513196,3,DevOps / SRE / Cloud,500
-0.04459834,0.6447107,0.6001124,3,DevOps / SRE / Cloud,500
-0.014794707,0.5761757,0.561381,5,Frontend / Mobile,500
-0.017739952,0.6586526,0.64091265,0,Data Engineering,3747
-0.065719485,0.60916495,0.54344547,5,Frontend / Mobile,500
-0.01446408,0.62932044,0.61485636,5,Frontend / Mobile,500
-0.06555492,0.6541918,0.5886369,3,DevOps / SRE / Cloud,500
-0.028458238,0.5907799,0.56232166,5,Frontend / Mobile,500
-0.047215402,0.6569323,0.6097169,3,DevOps / SRE / Cloud,500
0.011509836,0.66052467,0.6720345,2,Machine Learning / AI,500
0.061528206,0.6467753,0.7083035,2,Machine Learning / AI,500
0.008670926,0.5703273,0.5789982,5,Frontend / Mobile,500
-0.052279413,0.61920196,0.56692255,3,DevOps / SRE / Cloud,500
-0.076891184,0.6448488,0.56795764,5,Frontend / Mobile,4484
0.014789343,0.752058,0.7668474,2,Machine Learning / AI,6507
0.0006444454,0.6291879,0.6298323,0,Data Engineering,5155
-0.03855145,0.6166783,0.57812685,5,Frontend / Mobile,3924
-0.016899705,0.612868,0.5959683,1,Data & Analytics,500
-0.033026338,0.5731599,0.54013354,1,Data & Analytics,500
-0.026454687,0.5836506,0.5571959,1,Data & Analytics,500
-0.049179435,0.6573527,0.60817325,5,Frontend / Mobile,500
-0.17023492,0.74200547,0.57177055,4,Backend Engineering,500
0.09791547,0.63249624,0.7304117,2,Machine Learning / AI,500
0.01628536,0.5561947,0.5724801,1,Data & Analytics,500
-0.040982604,0.6610167,0.6200341,0,Data Engineering,500
-0.06168896,0.6310166,0.56932765,3,DevOps / SRE / Cloud,500
-0.023520112,0.5901321,0.566612,3,DevOps / SRE / Cloud,500
0.001024723,0.6778507,0.67887545,6,Product Management,5563
-0.043198407,0.65532416,0.61212575,3,DevOps / SRE / Cloud,500
0.121866226,0.6173608,0.739227,7,QA / Testing,500
-0.05217433,0.597917,0.5457427,0,Data Engineering,500
-0.059103966,0.68914986,0.6300459,3,DevOps / SRE / Cloud,500
-0.028890371,0.6657417,0.6368513,1,Data & Analytics,500
0.087418675,0.58477676,0.67219543,2,Machine Learning / AI,500
0.038002193,0.6917831,0.72978526,1,Data & Analytics,4421
-0.05169481,0.6356636,0.5839688,1,Data & Analytics,500
0.013296485,0.6443705,0.657667,6,Product Management,6427
-0.036912143,0.5887649,0.55185276,5,Frontend / Mobile,500
-0.077956915,0.6752288,0.59727186,3,DevOps / SRE / Cloud,500
0.0029162169,0.6364279,0.6393441,6,Product Management,4589
0.1352846,0.6579125,0.7931971,7,QA / Testing,8405
0.024586558,0.6640457,0.68863225,2,Machine Learning / AI,500
-0.029098809,0.6756364,0.6465376,1,Data & Analytics,500
0.0155597925,0.6219632,0.637523,2,Machine Learning / AI,500
-0.07484299,0.73230886,0.6574659,0,Data Engineering,4369
0.009513736,0.58578074,0.5952945,5,Frontend / Mobile,500
-0.016615808,0.6389315,0.6223157,1,Data & Analytics,500
-0.09503424,0.72914314,0.6341089,0,Data Engineering,500
0.0028616786,0.5876992,0.59056085,6,Product Management,500
-0.0949527,0.7544687,0.659516,0,Data Engineering,500
0.028874278,0.6059064,0.6347807,1,Data & Analytics,500
-0.052285314,0.6109278,0.5586425,3,DevOps / SRE / Cloud,500
0.00658077,0.70336306,0.70994383,2,Machine Learning / AI,500
-0.0382846,0.63641745,0.59813285,0,Data Engineering,500
0.013454139,0.5659763,0.57943046,5,Frontend / Mobile,500
-0.035983026,0.62524754,0.5892645,0,Data Engineering,6655
-0.015571773,0.6358982,0.6203264,2,Machine Learning / AI,500
-0.085433245,0.6823213,0.59688807,4,Backend Engineering,500
-0.05958301,0.7190156,0.6594326,0,Data Engineering,8315
0.020643115,0.6556606,0.67630374,1,Data & Analytics,500
-0.072214484,0.70069265,0.62847817,3,DevOps / SRE / Cloud,500
-0.07767117,0.62690604,0.54923487,0,Data Engineering,500
-0.044083357,0.66420937,0.620126,0,Data Engineering,500
-0.041187644,0.605484,0.56429636,6,Product Management,4967
-0.04706931,0.6211693,0.5741,1,Data & Analytics,500
-0.04021865,0.64251703,0.6022984,4,Backend Engineering,500
-0.026555419,0.6206868,0.5941314,5,Frontend / Mobile,500
-0.03224784,0.57444614,0.5421983,1,Data & Analytics,500
-0.009989083,0.62772965,0.6177406,0,Data Engineering,500
-0.02711165,0.6453087,0.618197,5,Frontend / Mobile,500
-0.038106024,0.5936358,0.5555298,1,Data & Analytics,500
0.027994514,0.5500321,0.5780266,6,Product Management,7511
-0.07071549,0.67181337,0.6010979,0,Data Engineering,500
-0.0039998293,0.6212014,0.61720157,0,Data Engineering,500
0.038356423,0.6014682,0.6398246,2,Machine Learning / AI,500
-0.12628996,0.7231486,0.5968586,4,Backend Engineering,500
-0.041674614,0.6624126,0.62073797,1,Data & Analytics,6519
-0.06365979,0.6803762,0.6167164,3,DevOps / SRE / Cloud,500
-0.07331836,0.6509964,0.577678,3,DevOps / SRE / Cloud,500
-0.037643373,0.6151361,0.5774927,0,Data Engineering,500
-0.013566673,0.59796375,0.5843971,5,Frontend / Mobile,500
-0.09265721,0.65197235,0.55931515,5,Frontend / Mobile,500
-0.003888309,0.52584475,0.52195644,1,Data & Analytics,500
-0.023542225,0.59578854,0.5722463,5,Frontend / Mobile,500
-0.066515625,0.6583943,0.59187865,0,Data Engineering,500
-0.07271701,0.7046727,0.6319557,0,Data Engineering,500
0.02867639,0.72074467,0.74942106,7,QA / Testing,5676
-0.015828013,0.630592,0.614764,0,Data Engineering,500
-0.021335065,0.59475476,0.5734197,3,DevOps / SRE / Cloud,500
0.009342372,0.6185765,0.6279189,3,DevOps / SRE / Cloud,500
-0.031245649,0.60814446,0.5768988,1,Data & Analytics,500
0.03000331,0.66588837,0.6958917,3,DevOps / SRE / Cloud,500
-0.024600506,0.6139756,0.5893751,1,Data & Analytics,500
-0.03821951,0.6230502,0.5848307,5,Frontend / Mobile,500
-0.032777548,0.66905904,0.6362815,0,Data Engineering,500
-0.034092367,0.6900434,0.655951,0,Data Engineering,500
-0.020518363,0.7563403,0.73582196,2,Machine Learning / AI,7314
0.00042188168,0.59585977,0.59628165,0,Data Engineering,500
-0.06717807,0.6867027,0.61952466,0,Data Engineering,500
-0.05712682,0.6424923,0.5853655,5,Frontend / Mobile,500
0.0063561797,0.5734311,0.57978725,6,Product Management,500
-0.09304345,0.66224825,0.5692048,4,Backend Engineering,500
-0.0570845,0.6240388,0.5669543,3,DevOps / SRE / Cloud,500
0.00161165,0.6358019,0.63741356,7,QA / Testing,500
-0.030875027,0.6390207,0.60814565,5,Frontend / Mobile,500
-0.070160866,0.6633617,0.59320086,3,DevOps / SRE / Cloud,500
-0.025292695,0.57571787,0.5504252,5,Frontend / Mobile,500
-0.031017303,0.6461189,0.6151016,0,Data Engineering,500
-0.020543158,0.64809275,0.6275496,3,DevOps / SRE / Cloud,500
-0.051280856,0.5788208,0.52753997,4,Backend Engineering,500
-0.010975838,0.5912392,0.5802634,6,Product Management,500
-0.08064836,0.6701912,0.58954287,3,DevOps / SRE / Cloud,500
-0.027129889,0.58927894,0.56214905,5,Frontend / Mobile,500
-0.05527073,0.6706328,0.61536205,0,Data Engineering,500
-0.046167135,0.645454,0.59928685,3,DevOps / SRE / Cloud,500
0.026454687,0.6697688,0.6962235,7,QA / Testing,500
0.09243983,0.621132,0.71357185,2,Machine Learning / AI,500
-0.053630233,0.6132775,0.55964726,0,Data Engineering,500
0.09609383,0.64930886,0.7454027,7,QA / Testing,500
0.025362015,0.5417407,0.56710273,6,Product Management,8917
-0.0029114485,0.61135733,0.6084459,5,Frontend / Mobile,500
0.016890824,0.62404746,0.6409383,2,Machine Learning / AI,500
0.028788388,0.5168257,0.54561406,5,Frontend / Mobile,500
-0.042358935,0.6443417,0.6019828,3,DevOps / SRE / Cloud,500
0.0026521683,0.5531537,0.55580586,6,Product Management,6848
-0.029290497,0.6606157,0.6313252,3,DevOps / SRE / Cloud,500
-0.034690797,0.5537693,0.5190785,5,Frontend / Mobile,500
-0.031327605,0.623298,0.5919704,1,Data & Analytics,500
-0.05053389,0.709536,0.6590021,0,Data Engineering,7705
0.03942865,0.63156337,0.670992,2,Machine Learning / AI,500
-0.006280303,0.53010726,0.52382696,5,Frontend / Mobile,500
0.035389483,0.6151382,0.65052766,7,QA / Testing,500
0.01929748,0.48866206,0.50795954,5,Frontend / Mobile,500
-0.111376226,0.7375811,0.62620485,4,Backend Engineering,500
-0.046163738,0.6259807,0.57981694,3,DevOps / SRE / Cloud,500
0.103933275,0.6593639,0.7632972,7,QA / Testing,500
-0.0050618052,0.6599657,0.6549039,1,Data & Analytics,500
-0.031017244,0.66834486,0.6373276,3,DevOps / SRE / Cloud,500
-0.065916,0.65756583,0.59164983,3,DevOps / SRE / Cloud,500
0.022924066,0.6788946,0.70181865,2,Machine Learning / AI,500
0.01338613,0.5902558,0.6036419,1,Data & Analytics,500
